Break In Period,Car Age Inception,Claim Freq,Claim loss_reported_period,Claim occ_cycle,Manufacturer,RTO City,Policy Type,Marital Status,OCCUPATION,CITY,Facility Name,Ageny Num,Surveyor,Type Of Payment,Geography,IDV Value,Claim Element,Claim Created Date,Claim Status
1,5,9,15,75,"Mack, Rodriguez and Rogers",Sethland, Our own renewals,NOT KNOWN,Air traffic controller,East Robert,"Rose, Ellis and Murphy",80101308,Dr. John Mejia,CASHLESS,South Sarahville,337016, OWNER DRIVER:DEATH,10/22/2018 10:14,Accepted
6,1,4,31,92,Johnson Inc,Johnathanburgh,MTHF Renewal,NOT KNOWN,Graphic designer,Billystad,Pollard-Benitez,11670865,Mary Rowe,CASHLESS,West Josephfurt,451032, OWNER DRIVER:DEATH,11/16/2018 11:27, Rejected
3,1,1,14,28,"Livingston, Thompson and Peterson",West Jason, NCB Transfer,NOT KNOWN,Community arts worker,Rodriguezberg,Mendoza-Barajas,95930174,Benjamin Gray,,North Laurastad,451032, OWNER DRIVER:DEATH,10/12/2018 8:15,Accepted
8,1,0,88,84,Graham-Glenn,East Elizabeth, NCB Transfer,NOT KNOWN,Contractor,Taylorberg,"Hopkins, Todd and Gray",41569782,Amanda Singh,CASHLESS,Lake Sydney,340662,PARTIAL LOSS,11/5/2018 9:14, Rejected
5,1,4,70,99,"Craig, Taylor and Hughes",South Paulamouth, NCB Transfer,NOT KNOWN,Cartographer,Mosesbury,Lewis-Martin,84844402,Richard Holloway,CASHLESS,Bowersland,1479600,PARTIAL LOSS,12/1/2018 12:18, Rejected
2,4,0,57,97,Costa LLC,Lake Amy, New vehicle without NCB,NOT KNOWN,Intelligence analyst,Derekhaven,Torres-Jones,48094514,Mr. Carlos Anthony,CASHLESS,Stacyfort,383826,PARTIAL LOSS,2/16/2019 17:21, Rejected
3,1,9,48,16,Garrett-Yates,Smithhaven, New vehicle without NCB,NOT KNOWN,"Administrator, sports",Sethberg,"Mendoza, Garrett and Miller",75501024,Rebecca Parsons,REIMBURSEMENT,Juanfort,345146,PARTIAL LOSS,2/5/2019 16:29,Accepted
4,5,0,87,79,"Jackson, Wells and Massey",Emilyside, New vehicle without NCB,NOT KNOWN,Accommodation manager,Port Timothyview,Fry Group,17866275,James Green,CASHLESS,South Andrea,620315, NET OF SALVAGE,12/4/2018 1:14,Accepted
9,1,2,93,79,Daniels Group,Torresborough, NCB Transfer,NOT KNOWN,Clinical embryologist,Port Michael,Chavez PLC,87500936,Roberta Williams,CASHLESS,Port Stacey,1472000, NET OF SALVAGE,10/3/2018 6:22,Accepted
4,3,7,47,89,Zimmerman PLC,Johnborough, New vehicle without NCB,NOT KNOWN,Prison officer,Mandyside,Johnson-Murphy,52881191,Alyssa Stuart,REIMBURSEMENT,Careyside,531619, OWNER DRIVER:BODY INJURY,10/30/2018 11:28, Rejected
5,2,5,52,47,Jackson-Brown,Robertchester, New vehicle without NCB,NOT KNOWN,Product manager,Port Tiffanytown,"Simpson, Roberts and Clayton",7013028,Daniel Smith,REIMBURSEMENT,Lake Thomaston,270000, NET OF SALVAGE,2/2/2019 17:30,Accepted
0,2,1,43,74,Farley-Watson,Robersonton, NCB Transfer,NOT KNOWN,Armed forces training and education officer,Lake Angel,Johnson Group,29653936,Todd Marquez,,East Rachel,270000, OWNER DRIVER:DEATH,10/15/2018 22:54,Accepted
8,4,7,38,43,Collins-Henderson,Ethanton, NCB Transfer,NOT KNOWN,Acupuncturist,Gouldbury,Sexton-Richards,64355961,Sierra Dunlap,CASHLESS,Carolynmouth,336859, OWNER DRIVER:BODY INJURY,1/30/2019 6:33, Rejected
3,5,6,69,23,Snow Ltd,Jamesfort,MTHF Renewal,NOT KNOWN,"Scientist, marine",Murraystad,Graham Inc,4863906,William Simpson,CASHLESS,West Johnview,271575, NET OF SALVAGE,10/31/2018 20:55,Accepted
0,5,7,7,39,"Benjamin, Harvey and Scott",Phillipview,MTHF Renewal,NOT KNOWN,"Lighting technician, broadcasting/film/video",East Chelseaberg,"Anderson, Martinez and Jones",1041102,Jennifer Welch,,New Chelseyton,271575, NET OF SALVAGE,3/14/2019 12:44,Accepted
8,4,9,43,83,Valdez-Robbins,Danielleland, NCB Transfer,NOT KNOWN,Radio producer,Lake Mariabury,White-Munoz,37217581,Nancy Hawkins,CASHLESS,Port Thomas,315000, NET OF SALVAGE,12/28/2018 20:08, Rejected
3,3,5,85,35,Hunter and Sons,Brandyland, NCB Transfer,NOT KNOWN,Freight forwarder,West Paul,Harrison LLC,57756346,Nicole Flores,CASHLESS,Parksmouth,570000,PARTIAL LOSS,2/8/2019 6:50, Rejected
6,3,7,48,16,"Harvey, Cooper and Harris",Riveraberg, New vehicle without NCB,NOT KNOWN,"Administrator, sports",Lake Joshua,Beck PLC,64678834,Kimberly Ware,CASHLESS,Richardsfort,503654, OWNER DRIVER:BODY INJURY,11/14/2018 3:07, Rejected
2,5,0,63,33,Jordan-Brown,Smithhaven,MTHF Renewal,NOT KNOWN,Dispensing optician,New Brettberg,Cooper Inc,26206475,Johnny Bush,,Yatesland,197285,PARTIAL LOSS,12/5/2018 23:07, Rejected
3,8,0,82,81,Francis-Wilson,South Brett,MTHF Renewal,NOT KNOWN,IT consultant,Anthonymouth,Abbott-Gregory,34959689,Karen Henderson,CASHLESS,Brianastad,145932, NET OF SALVAGE,3/19/2019 18:26, Rejected
7,6,3,40,58,"Hubbard, Choi and Rivas",West Sarafurt, NCB Transfer,NOT KNOWN,Veterinary surgeon,Port Brittanychester,"Wu, Reed and Rosales",91515121,Thomas Green,CASHLESS,Davidside,333000,PARTIAL LOSS,12/18/2018 16:16,Accepted
8,5,8,96,48,Jenkins Group,Kingborough, New vehicle without NCB,NOT KNOWN,Politician's assistant,Heatherville,Phelps Ltd,10392820,Regina Hunter DDS,REIMBURSEMENT,Port Alexandriabury,336180,PARTIAL LOSS,1/1/2019 4:24,Accepted
1,4,3,60,73,Lewis Ltd,New Margaret,MTHF Renewal,NOT KNOWN,Horticultural therapist,Abbotttown,Stephens-Bond,15624590,Sheryl Vargas,CASHLESS,West Susan,200000, OWNER DRIVER:DEATH,2/3/2019 21:59,Accepted
6,4,9,50,15,Perez PLC,Campbellberg, NCB Transfer,NOT KNOWN,"Surveyor, commercial/residential",Lake Natasha,Schwartz-Benjamin,46227259,Lauren Harris,CASHLESS,Aguilarton,200000, OWNER DRIVER:BODY INJURY,11/5/2018 6:50,Accepted
8,6,0,59,68,Scott Group,Sarabury,MTHF Renewal,NOT KNOWN,Records manager,South Laurenmouth,"Crawford, Bright and Burke",38522945,Christopher Bowman,,Stephenland,243000,PARTIAL LOSS,10/23/2018 3:52, Rejected
2,6,9,10,14,"Barnes, Mitchell and King",Port Vernonview, Our own renewals,NOT KNOWN,Office manager,East Michael,"Carr, Aguilar and Moore",34333447,Katherine Watson,,Lake Kathryn,243000, OWNER DRIVER:BODY INJURY,1/7/2019 11:13, Rejected
8,1,6,80,6,Mendoza-Norman,Brittanyview, NCB Transfer,NOT KNOWN,Advertising art director,North Gina,"Lambert, Whitaker and Adams",64420278,Christina Calhoun,CASHLESS,New Sarahview,615638, OWNER DRIVER:BODY INJURY,10/3/2018 13:27,Accepted
9,0,0,17,88,Buchanan-Arnold,Port Kevin, Our own renewals,NOT KNOWN,Health and safety adviser,Lake John,Smith-Baker,49235437,Alexis Vasquez,CASHLESS,Valerieborough,816053, NET OF SALVAGE,12/12/2018 14:12, Rejected
5,4,1,40,32,Morse-Miller,West Madisonchester,MTHF Renewal,NOT KNOWN,"Doctor, general practice",Kaitlinshire,"Stewart, Spence and Callahan",69639281,Kyle Miles,CASHLESS,South Andrew,263947, OWNER DRIVER:BODY INJURY,1/10/2019 3:30, Rejected
4,7,5,42,6,"Nixon, Valdez and Flowers",New Tannershire,MTHF Renewal,NOT KNOWN,"Psychologist, forensic",East Kathleenview,Stephens and Sons,2188588,Wayne White,CASHLESS,Marksshire,200000, OWNER DRIVER:DEATH,11/8/2018 9:19,Accepted
8,1,3,6,22,"Morgan, Pitts and Sherman",North Michaelfort, Our own renewals,NOT KNOWN,Marketing executive,East Abigailville,Kirk-Tanner,94357736,Erika Montoya,CASHLESS,Lake Robert,508293, OWNER DRIVER:DEATH,10/20/2018 14:13, Rejected
1,4,1,86,93,Lee-King,Jesuston, New vehicle without NCB,NOT KNOWN,"Investment banker, corporate",Garciaborough,Smith Ltd,92163850,Brent Mccann,REIMBURSEMENT,Michaelport,380000, OWNER DRIVER:DEATH,11/6/2018 2:00, Rejected
2,0,6,75,80,Reynolds Ltd,Ramirezchester, Our own renewals,NOT KNOWN,"Engineer, civil (consulting)",Molinaville,"Payne, Huber and Smith",12494880,Carolyn Edwards,CASHLESS,New Dawnstad,660669,PARTIAL LOSS,2/17/2019 12:13, Rejected
2,3,0,36,4,Wade-Anderson,Simmonschester, Our own renewals,NOT KNOWN,"Engineer, structural",Melissaside,Higgins-Smith,28618538,Ronald Miller,CASHLESS,Martinton,409190, NET OF SALVAGE,12/19/2018 4:42,Accepted
4,4,9,87,53,"Camacho, Hobbs and Garcia",West Ricardo,MTHF Renewal,NOT KNOWN,Applications developer,Turnerside,Mccall-Stevens,43632084,Katherine Robles,CASHLESS,North Alanberg,204800, NET OF SALVAGE,3/22/2019 4:35, Rejected
9,6,8,21,50,"Bradley, Wilson and Jensen",Thomasland, Our own renewals,NOT KNOWN,Special educational needs teacher,East Jared,Owens-Holloway,53080891,Jordan Harris,CASHLESS,Lake Thomasmouth,500000, OWNER DRIVER:DEATH,10/1/2018 14:31,Accepted
0,0,7,47,86,Hicks PLC,Dennisshire,MTHF Renewal,NOT KNOWN,"Scientist, audiological",Bradfordtown,"Crosby, Charles and Hess",29321183,Allison Stevens,CASHLESS,Juliestad,624341, OWNER DRIVER:BODY INJURY,11/19/2018 23:48, Rejected
8,5,5,7,58,"Martinez, Carr and Vincent",Fisherside, Our own renewals,NOT KNOWN,"Geologist, engineering",Lake Elizabethshire,Neal-Bennett,96572837,Amy Gonzalez,CASHLESS,North Daniel,230770, OWNER DRIVER:DEATH,1/14/2019 1:39,Accepted
9,0,2,9,78,"White, Berry and Bates",New Erica, Our own renewals,NOT KNOWN,Housing manager/officer,Lisafurt,Estrada LLC,42073302,Joshua Wang,CASHLESS,South Wandaborough,582675, OWNER DRIVER:BODY INJURY,10/23/2018 10:11, Rejected
4,3,4,3,28,Summers-Scott,South Victoria,MTHF Renewal,NOT KNOWN,Chartered certified accountant,Jamesbury,Garcia LLC,18069067,Natalie Ward,CASHLESS,Johnsonfort,381500, NET OF SALVAGE,10/20/2018 12:09,Accepted
9,2,7,99,96,Cordova Inc,North Julieville, Our own renewals,NOT KNOWN,Records manager,Port Kristina,Blackwell and Sons,89923317,Amanda Colon,CASHLESS,East Mark,412781,PARTIAL LOSS,11/29/2018 15:24,Accepted
0,3,0,59,22,"Johnson, Hudson and Davis",Amandaborough, Our own renewals,NOT KNOWN,"Education officer, museum",West Robertbury,Hall-Johnson,29457840,Amanda White,CASHLESS,Kaiserland,404168, OWNER DRIVER:DEATH,11/25/2018 22:45,Accepted
9,7,6,54,2,"Reynolds, Bowers and Smith",East Stephen, Our own renewals,NOT KNOWN,Occupational psychologist,East Andrewmouth,Williams Inc,57441613,Miss Pamela Wilkerson MD,CASHLESS,Port Stephanietown,258540, OWNER DRIVER:BODY INJURY,2/23/2019 6:01,Accepted
8,2,9,10,8,"Lee, Bowman and Wilson",Morenoberg, NCB Transfer,NOT KNOWN,Public affairs consultant,East Michelleport,Case Inc,16143975,Bonnie Gordon,CASHLESS,Angelabury,701707, NET OF SALVAGE,2/21/2019 9:38,Accepted
1,0,5,34,68,Carroll-Lee,East Emilyton,MTHF Renewal,NOT KNOWN,Hydrogeologist,Ashleytown,Galloway-Hoover,17340197,Tammy Mcgee,CASHLESS,New Nicoleview,359869, OWNER DRIVER:BODY INJURY,2/12/2019 8:51,Accepted
4,4,7,48,81,Durham Ltd,West Roy, NCB Transfer,NOT KNOWN,Building control surveyor,Thomashaven,Lee Group,96505978,Janet Gray,,West Zachary,280100, OWNER DRIVER:DEATH,3/12/2019 0:10,Accepted
9,8,3,74,57,"Gallegos, Zhang and Morton",West Julie, Our own renewals,NOT KNOWN,Commercial art gallery manager,Port Christine,Coleman Ltd,54822001,Vincent Powell,,South Alicia,173097, OWNER DRIVER:DEATH,11/1/2018 22:38, Rejected
6,13,2,41,75,"Williams, Gomez and Contreras",North Juliachester, New vehicle without NCB,NOT KNOWN,Sales promotion account executive,Justinberg,Calhoun LLC,74602448,Trevor Mcconnell,REIMBURSEMENT,West Jasonhaven,60000, OWNER DRIVER:BODY INJURY,11/16/2018 1:04,Accepted
3,5,6,82,57,Dawson Group,North Samuel,MTHF Renewal,NOT KNOWN,"Psychotherapist, dance movement",Lauratown,Smith-Jones,94291375,Ryan White,CASHLESS,South Steven,511950, OWNER DRIVER:BODY INJURY,11/5/2018 13:59,Accepted
0,0,4,64,0,"Nguyen, Gonzalez and Cameron",North Kiara, Our own renewals,NOT KNOWN,Associate Professor,South Shannon,Ferguson-Cruz,51260473,Dr. Scott Anderson,,Mccarthymouth,571805, OWNER DRIVER:DEATH,1/19/2019 5:50, Rejected
1,8,5,47,46,"Johnson, Rice and Patterson",West Cherylberg,MTHF Renewal,NOT KNOWN,"Engineer, petroleum",West Samanthaside,Russell-Stout,30011902,Joyce Roy,CASHLESS,Port Devonstad,105000, OWNER DRIVER:BODY INJURY,3/18/2019 9:55, Rejected
5,1,7,23,18,Mcintosh-Jenkins,South Mollymouth, New vehicle without NCB,NOT KNOWN,Environmental consultant,Lake Jamie,"Gray, Wade and Phillips",576294,Brittany Ray,,Michaelville,842944, NET OF SALVAGE,1/4/2019 18:08, Rejected
6,0,1,15,11,Hill-Wilson,South Patriciaview, New vehicle without NCB,NOT KNOWN,Risk manager,New Derek,"Simon, Day and Figueroa",65012187,Kristin Berg,CASHLESS,Port Natalieton,615724, NET OF SALVAGE,2/10/2019 9:21,Accepted
2,9,6,65,23,Avila-Love,Boydstad, Our own renewals,NOT KNOWN,Outdoor activities/education manager,Russellberg,Snow-Hodges,10155235,Paul Vasquez,CASHLESS,Port Bethbury,246000, OWNER DRIVER:BODY INJURY,3/26/2019 2:44,Accepted
2,9,8,40,63,"Brooks, Kim and Anderson",South Kevin, New vehicle without NCB,NOT KNOWN,Structural engineer,Port Bruceshire,"Hogan, Flynn and Johnson",26934885,Jacqueline Smith,,Blackburgh,246000, OWNER DRIVER:BODY INJURY,3/9/2019 13:34,Accepted
7,0,7,9,60,Mclaughlin LLC,Markside, Our own renewals,NOT KNOWN,Cartographer,Hudsonside,Jenkins and Sons,23589698,Matthew Harris,CASHLESS,Lake Mariaborough,674969, OWNER DRIVER:DEATH,2/14/2019 20:54,Accepted
9,1,9,30,18,Moreno-Jones,Lyonshaven, Our own renewals,NOT KNOWN,Retail banker,Port Michaelborough,Hartman Ltd,90867353,Alicia Carrillo,CASHLESS,Lake Samantha,661541, OWNER DRIVER:DEATH,10/4/2018 16:34,Accepted
3,3,7,81,57,Marsh-Austin,East Brendaton,MTHF Renewal,NOT KNOWN,"Geologist, engineering",North Sarahtown,Robinson-Griffin,60360393,Theresa Robertson,CASHLESS,Nelsonmouth,105200, OWNER DRIVER:BODY INJURY,2/5/2019 5:42, Rejected
1,1,2,67,96,Jacobs-Keller,Lake Mollyburgh, New vehicle without NCB,NOT KNOWN,Historic buildings inspector/conservation officer,South Amyton,Cox-Crawford,35682762,Peter Dominguez,REIMBURSEMENT,North Ryanside,308000, NET OF SALVAGE,3/13/2019 7:53, Rejected
9,1,5,18,31,Mccormick Group,Vickiberg, Our own renewals,NOT KNOWN,Information officer,Carolynchester,"Mccullough, Martin and Mitchell",58151851,Emily Nelson,REIMBURSEMENT,Cheryltown,308000, OWNER DRIVER:BODY INJURY,11/18/2018 18:14,Accepted
5,1,9,20,98,"Lopez, Johnson and Ashley",Brittanyhaven, NCB Transfer,NOT KNOWN,Music tutor,Parsonsfurt,"Benjamin, Kelly and Ware",85717498,Courtney Farley,,Smithmouth,308000, NET OF SALVAGE,10/18/2018 3:36,Accepted
4,2,0,53,96,Calderon and Sons,New Gina, NCB Transfer,NOT KNOWN,Historic buildings inspector/conservation officer,Wellsland,Luna Group,38554081,Erika Smith,CASHLESS,South Jeffery,695254, NET OF SALVAGE,1/26/2019 9:34, Rejected
6,0,1,70,84,Rojas Inc,Pamelahaven, NCB Transfer,NOT KNOWN,Armed forces logistics/support/administrative officer,Barrymouth,Cobb and Sons,62341795,Debra Miller,CASHLESS,Jessicaland,368306, NET OF SALVAGE,11/23/2018 15:19, Rejected
1,3,9,69,0,"Davis, Chambers and Dougherty",West Mariaborough, Our own renewals,NOT KNOWN,Lobbyist,Patricktown,May LLC,77988011,Michael Harrell,REIMBURSEMENT,West Ronaldtown,190249, OWNER DRIVER:DEATH,10/21/2018 9:19, Rejected
1,4,1,99,26,"Torres, Edwards and Smith",Hernandezchester, New vehicle without NCB,NOT KNOWN,Furniture designer,South Benjamin,Whitehead-Espinoza,83277400,Gregory Watson,REIMBURSEMENT,East Carrieberg,301232, OWNER DRIVER:DEATH,12/23/2018 21:28, Rejected
7,5,6,2,5,Rodriguez-Rodgers,Nicholeside, NCB Transfer,NOT KNOWN,Emergency planning/management officer,New Ralph,"Warren, Collins and Hardy",42305454,Nicole Parker,CASHLESS,Lake Noah,450000, NET OF SALVAGE,12/16/2018 20:17,Accepted
6,1,9,64,10,Novak-Henderson,West Jennymouth,MTHF Renewal,NOT KNOWN,"Engineer, automotive",Leeburgh,Spencer-Paul,23193759,Don Gates,CASHLESS,Andreahaven,685290,PARTIAL LOSS,12/11/2018 4:22,Accepted
7,1,4,74,91,Coleman-Mcmillan,East Shanefort, Our own renewals,NOT KNOWN,Associate Professor,Kennethtown,Ellis-Trevino,5966948,Ryan Zamora,CASHLESS,Kellychester,479263, OWNER DRIVER:BODY INJURY,3/19/2019 2:21, Rejected
6,0,5,66,7,Short LLC,Aguilarport,MTHF Renewal,NOT KNOWN,Museum/gallery exhibitions officer,Port Thomas,Pope Group,5064290,Wayne Perez,CASHLESS,Campbellbury,702278, OWNER DRIVER:DEATH,10/16/2018 9:28, Rejected
6,1,3,17,75,Powell Group,Morrisside, Our own renewals,NOT KNOWN,Physiological scientist,East Ralphfurt,Thomas Group,70580960,Tiffany Nelson,,Port Michael,413475, OWNER DRIVER:DEATH,12/7/2018 0:21, Rejected
7,8,0,35,26,"Stevenson, Avery and Campbell",Warrenport,MTHF Renewal,NOT KNOWN,Community arts worker,Lake Anthonyhaven,Shepherd Inc,58488434,Amanda Hawkins,REIMBURSEMENT,Kingmouth,212500,PARTIAL LOSS,1/6/2019 5:34, Rejected
8,6,8,82,8,Mills LLC,East Elizabeth, New vehicle without NCB,NOT KNOWN,Diplomatic Services operational officer,Jessicabury,Jimenez Ltd,99921878,Kristina Randall,CASHLESS,South Brandonville,385332, NET OF SALVAGE,2/17/2019 1:47, Rejected
7,0,6,12,51,Melton LLC,Lake Joshua,MTHF Renewal,NOT KNOWN,Solicitor,Hughesshire,"Bell, Cole and West",6937634,Kevin Blevins,CASHLESS,Lake Chelsey,1263738, NET OF SALVAGE,12/17/2018 0:28,Accepted
4,0,1,5,59,Simmons-Khan,Lake Sherristad, New vehicle without NCB,NOT KNOWN,Scientific laboratory technician,Finleymouth,"Porter, Reese and Evans",15343884,Alexis Harris,CASHLESS,New Kennethton,2781601, OWNER DRIVER:BODY INJURY,11/2/2018 19:00, Rejected
7,1,1,40,82,"Benton, Wilson and Gutierrez",Michelleberg, Our own renewals,NOT KNOWN,"Production designer, theatre/television/film",Kennedyton,"Cline, Knapp and Robinson",97571500,Jennifer Fernandez,CASHLESS,West Jenniferfort,676467, OWNER DRIVER:BODY INJURY,3/24/2019 6:35,Accepted
5,4,9,31,93,Jones Ltd,North Tammybury, Our own renewals,NOT KNOWN,Risk analyst,Melissastad,"Evans, Williamson and Smith",260300,Thomas White,CASHLESS,Melissafurt,247500, OWNER DRIVER:BODY INJURY,10/7/2018 1:26, Rejected
9,7,9,29,54,Moon-Singleton,Millerfort, NCB Transfer,NOT KNOWN,Cabin crew,Whitakerfurt,"Jones, Baker and James",67105041,Amanda Jackson,CASHLESS,Fuentesberg,342763, OWNER DRIVER:DEATH,12/21/2018 18:45,Accepted
5,7,8,7,2,Webster PLC,New Marissa,MTHF Renewal,NOT KNOWN,Data scientist,Port Jamesmouth,"Preston, Peterson and Hoffman",41168673,Jamie Garcia,,Courtneyfort,342763,PARTIAL LOSS,12/17/2018 1:34, Rejected
6,3,6,52,89,"Williams, Pearson and Taylor",Port Thomasside,MTHF Renewal,NOT KNOWN,"Surveyor, quantity",Mckenzieside,"Houston, Alexander and Montes",86435283,David Cole,CASHLESS,Sharonshire,550000, NET OF SALVAGE,11/27/2018 11:55,Accepted
8,7,0,3,42,Carson PLC,Westmouth, New vehicle without NCB,NOT KNOWN,Recruitment consultant,South Gracefort,Powell Ltd,97845529,Andrew Juarez,CASHLESS,Jamesfort,281653, OWNER DRIVER:DEATH,2/2/2019 21:33, Rejected
1,6,1,84,77,"Garcia, Singh and Barnes",North Jesusview, Our own renewals,NOT KNOWN,"Administrator, education",South Jessicaland,Weaver-Williams,77852071,Kurt Sheppard,CASHLESS,West Joanburgh,305263, OWNER DRIVER:BODY INJURY,3/20/2019 7:22,Accepted
1,2,3,85,0,Roberts Ltd,Franklinborough,MTHF Renewal,NOT KNOWN,Arboriculturist,Toddshire,Welch-Taylor,35941587,Timothy Rollins,,Ortegamouth,315605, OWNER DRIVER:BODY INJURY,10/29/2018 9:58,Accepted
8,7,6,67,90,Mcintyre-Steele,Lake Anthony, Our own renewals,NOT KNOWN,Games developer,Lake Tommyburgh,"Baker, Dillon and Young",10787388,Thomas Adams,CASHLESS,Lake Lorraine,245880,PARTIAL LOSS,10/8/2018 21:27,Accepted
0,3,3,18,27,Thompson-Flores,South Colleenstad,MTHF Renewal,NOT KNOWN,Government social research officer,Nancystad,Anderson-Ortiz,55986751,Logan Moses,CASHLESS,Clarkberg,502951, OWNER DRIVER:DEATH,1/26/2019 12:21,Accepted
1,2,1,67,6,"Barr, Wright and Duncan",East Samuelport,MTHF Renewal,NOT KNOWN,Insurance risk surveyor,South Madisonchester,Jackson Group,60642812,Jessica Frazier,CASHLESS,Johnsonland,308419, NET OF SALVAGE,11/23/2018 2:59, Rejected
6,2,5,31,9,"Wise, Mann and Strickland",South Jennifermouth,MTHF Renewal,NOT KNOWN,Contracting civil engineer,Jonathanville,"Johnson, Shaw and Charles",53516944,Nicholas Price,,Paulborough,308419, NET OF SALVAGE,3/17/2019 3:29,Accepted
7,3,6,28,69,Sanchez-Stone,East Duaneland, NCB Transfer,NOT KNOWN,Pensions consultant,New Luis,"James, Munoz and Lopez",19365615,Scott Williams,CASHLESS,Pereztown,423760, OWNER DRIVER:BODY INJURY,2/8/2019 20:30, Rejected
7,2,9,33,86,Vance-Taylor,New Tammyfurt, Our own renewals,NOT KNOWN,"Producer, television/film/video",Port Chelsea,Hawkins-Garcia,66384803,Teresa Wilkinson,CASHLESS,New Monique,545677, OWNER DRIVER:DEATH,2/6/2019 18:44, Rejected
0,0,5,1,25,Sutton-Miller,New Dawn, New vehicle without NCB,NOT KNOWN,Barrister's clerk,New Lori,Diaz-Page,29098066,Juan Potter,CASHLESS,South John,652849, OWNER DRIVER:DEATH,10/28/2018 9:24,Accepted
2,0,1,19,49,Walker-Perez,Lake Brookefurt, NCB Transfer,NOT KNOWN,Psychiatrist,Moralesmouth,Adams-Smith,69274985,Derek Taylor,CASHLESS,Port Amy,652849, OWNER DRIVER:BODY INJURY,1/17/2019 19:46,Accepted
8,0,8,21,52,Bates-Davis,East Alison, New vehicle without NCB,NOT KNOWN,"Engineer, automotive",North Briannashire,"Scott, Olsen and Taylor",76194133,Valerie Martinez,,Lake Isaac,652849, OWNER DRIVER:BODY INJURY,2/3/2019 7:16,Accepted
5,7,1,84,39,"Parker, Simon and Stout",East Michaeltown, New vehicle without NCB,NOT KNOWN,Commercial horticulturist,East Johnbury,Sanchez Inc,99341622,Craig Wagner,,West John,75600, OWNER DRIVER:BODY INJURY,2/10/2019 13:35,Accepted
6,4,8,71,90,Day and Sons,Seanport, NCB Transfer,NOT KNOWN,"Journalist, magazine",Walkerville,"Garza, Rose and Mccoy",79999765,Raymond Spencer,CASHLESS,Joshuaside,306946, OWNER DRIVER:BODY INJURY,12/13/2018 18:12,Accepted
1,6,6,48,75,Scott LLC,New Brandonbury, Our own renewals,NOT KNOWN,Fisheries officer,Lake Brandon,Little-Dawson,2263991,Grant Price,CASHLESS,Lake Manuel,185462, OWNER DRIVER:DEATH,2/1/2019 17:55, Rejected
5,0,4,74,55,Turner PLC,Julietown,MTHF Renewal,NOT KNOWN,"Radiographer, therapeutic",Port Valerie,"Mcdonald, Irwin and Rodriguez",17762215,Robin Baker,,Garyshire,440682, OWNER DRIVER:DEATH,11/17/2018 22:28, Rejected
5,0,0,19,66,"Brown, Frost and French",New Kennethtown,MTHF Renewal,NOT KNOWN,Armed forces logistics/support/administrative officer,Rebeccashire,"Williams, Barrett and Jones",80554846,Melvin Lopez,CASHLESS,Lake Bridget,672741, OWNER DRIVER:DEATH,2/3/2019 6:41, Rejected
8,0,3,70,8,"Brady, Nunez and Ford",West Janetport, Our own renewals,NOT KNOWN,Software engineer,Lovehaven,"Lawson, Hayes and Bowers",90561088,Andrew Smith,CASHLESS,Port Lindahaven,411151, OWNER DRIVER:DEATH,1/13/2019 11:07, Rejected
