pos,flw,flg,bl,pic,lin,cl,cz,ni,erl,erc,lt,hc,pr,fo,cs,pi,class
56,195,1100,133,1,1,70,0,0.0560000017,3.3900001049,0.0599999987,0,0,0,0,0.0248969998,120.72594452,a
161,830,828,34,1,1,169,0,0,9.0100002289,0.4699999988,0.0560000017,0.3330000043,0,0.0560000017,0.012329,625.59503174,a
473,1100,1800,0,1,0,290,0.3888888955,0.6110000014,0.6700000167,0.1000000015,0,0.1669999957,0,0.1110000014,0.2187979966,17.803611755,s
52,2000,7400,61,1,0,0,1,0.2779999971,4.3299999237,0.0700000003,0.5,0,0,0,1,719.48339844,a
82,207,760,113,1,0,58,0,0.0560000017,1.7200000286,0.0500000007,0,0.7220000029,0,0,0.3212580085,91.625495911,s
13,926,7400,29,1,0,13,0.1538461596,0.1539999992,11.119999886,0.6600000262,0,0,0,0,0.0256409999,1388.3942871,a
18,369,2400,0,1,0,6,0.5,0,8.1499996185,0.150000006,0.1669999957,0,0,0,0.2352939993,238.40882874,s
1,10,73,0,1,0,4,0,0,0,0,0,0,0,0,0,0,i
30,950,4900,0,1,0,7,0.6666666865,0,2.7400000095,0.150000006,0.2779999971,0,0,0,0.4313730001,202.74436951,s
75,347,1400,102,1,0,50,0.1666666716,0.6669999957,7.2800002098,0.5,0,0,0,0,0.0159079991,183.48796082,a
27,20800,3100,100,1,1,69,0,0,0.1000000015,0,0.8330000043,0.3330000043,0,0,0.8170480132,2.1668670177,s
1900,339,933,86,0,1,34,0.1666666716,0.3330000043,3.4300000668,0.1299999952,0,0,0.3330000043,0.1669999957,0.0619429983,146.69615173,s
0,44,39,86,1,1,0,0,0,0,0,0,0,0,0,1,0,i
73,413,1600,0,1,0,3,0.777777791,0,4.8800001144,0.1899999976,0.0560000017,0,0,0,0.5947710276,189.61410522,a
993,1600,4200,61,1,1,553,0.055555556,0.0560000017,1.0599999428,0.0399999991,0,0.2220000029,0,0,0.1914049983,22.520849228,a
34,838,1500,0,1,0,154,0,0,3.9400000572,0.4799999893,0.0560000017,0.9440000057,0.3330000043,0,0.0411969982,842.14898682,s
30,79,566,0,1,0,0,1,0.0560000017,6.0500001907,0.1400000006,0.6110000014,0,0,0,1,93.070465088,a
17,434,973,0,1,0,14,0.2941176593,0,3.9300000668,0.3000000119,0.4120000005,0.0590000004,0,0,0.0787290037,737.27520752,a
156,348,376,0,1,0,3,0.8333333135,0,2.8099999428,0.0599999987,0,0,0,0,0.6862750053,100.46678925,a
0,189,275,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
322,304,1700,13,1,0,478,0.1111111119,0.2220000029,1.7200000286,0.0199999996,0,0.1110000014,0,0,0.2714599967,126.37296295,s
26,191,1100,152,1,0,463,0,0,14.949999809,1.0199999809,0,0.0560000017,0.0560000017,0.0560000017,0.2265300006,111.92882538,s
16,308,1100,4,1,0,4,0.8125,0.063000001,8.3800001144,0.3000000119,0.063000001,0,0,0,0.653726995,136.43244934,a
2,347,1300,12,1,0,222,0,0,9.0799999237,0.7200000286,0,2,0,0,0,5848.8432617,i
21,142,887,0,1,0,6,0.8888888955,0.5559999943,9.1499996185,0.3899999857,0,0,0,0,0.7843139768,68.82321167,s
19,329,2000,82,1,0,71,0.3333333433,0.1110000014,12.279999733,1.2300000191,0.5,1.3329999447,0,0,0.0785809979,614.88946533,a
43,540,715,0,1,0,153,0,0.2779999971,9.0900001526,0.5199999809,0.1669999957,3.3329999447,0,0,0.1324010044,624.25006104,a
95,532,794,10,1,1,56,0.722222209,0.1110000014,2.9000000954,0.1700000018,0.7779999971,1.1109999418,0,0,0.5133159757,286.18051147,s
55,254,1000,0,1,0,9,0.555555582,0.2779999971,5.5300002098,0.4199999869,0.3889999986,0,0,0,0.2994540036,506.55148315,s
6,635,2300,32,1,0,164,0,0,3.0699999332,0.0299999993,0.1669999957,2.3329999447,0,1,0.4354470074,957.15582275,s
123,562,1800,55,1,0,661,0.055555556,0.3330000043,6.1100001335,0.25,0,0.2220000029,0.0560000017,0.0560000017,0.0943579972,467.46002197,a
1,31,188,122,1,0,62,0,0,25.809999466,3.2300000191,0,0,0,0,0,0,i
59,134,544,0,1,0,18,0.6666666865,0.3330000043,5.3499999046,0.3300000131,0.1669999957,0.0560000017,0,0,0.432103008,963.89428711,s
186,221,392,87,1,0,13,0.2222222239,0.5,1.5299999714,0.6000000238,0.3330000043,0,0,0,0.0392160006,133.71058655,a
1700,27700,7500,168,1,1,568,0,0.1669999957,0.0199999996,0,0,0.4169999957,0.1669999957,0,0.1482039988,9.8948612213,a
3,172,1000,0,1,0,2,0.6666666865,0,35.080001831,4.6500000954,0,0,0,0,0.3333329856,276.53387451,i
9,49,222,0,1,0,393,0.1111111119,0.2220000029,12.020000458,0.9100000262,0,0.6669999957,1.1109999418,0.5559999943,0.1459719986,107.45568085,s
501,705,2500,88,1,1,65,0,0.6110000014,1.3200000525,0.1299999952,0.3889999986,0,0,0,0.0156609993,105.66874695,a
61,273,943,0,1,0,15,0.6111111045,0.6669999957,7.3699998856,0.1599999964,0.1110000014,0,0,0,0.3619109988,660.4887085,s
161,467,7200,60,1,1,51,0.1666666716,0.2220000029,7.6500000954,0.2399999946,0.1110000014,0.4440000057,0,0.1110000014,0.0391479991,50.609367371,a
10,217,297,0,1,0,22,0.8000000119,0,7.6999998093,0.0500000007,0,0,0,0,0.6222220063,485.02783203,s
29,666,2100,0,1,0,9,0.555555582,0,3.5,0.3000000119,0.0560000017,0,0,0,0.2352939993,2226.470459,s
266,659,3900,26,1,1,6,0.3333333433,0.2779999971,1.2999999523,0.0599999987,0.3889999986,0,0,0,0.1026609987,114.53066254,a
251,427,1900,0,1,0,688,0.055555556,0.0560000017,1.8600000143,0.4300000072,0,0.3330000043,0.6110000014,0.1669999957,0.2119809985,389.55566406,s
19,234,188,0,1,0,6,0.4444444478,0.2220000029,2.5599999428,0.0500000007,0.0560000017,0,0,0,0.1895419955,463.9425354,a
0,114,486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
706,1200,7200,0,1,0,0,1,0,0.1400000006,0,0,0,0,0,1,0.0102009997,s
3900,1100,3200,66,1,0,142,0,0.5559999943,0.2599999905,0.0500000007,0.1110000014,0,0,0,0.0689859986,10.675153732,a
57,197,1100,0,1,0,712,0,0.0560000017,5.5599999428,0.7099999785,0,0.1110000014,0.4440000057,0.1669999957,0.2206169963,335.27923584,s
2200,650,1500,153,1,1,709,0,0.8889999986,2.1900000572,0.0900000036,0,1.3890000582,0.1110000014,0.1110000014,0.8924649954,190.70039368,s
4,2000,1600,151,1,0,744,0,0.25,0.400000006,0,0,0.75,0,0,0.5164600015,63.217292786,s
250,1000,3100,108,1,1,536,0.1111111119,0.1110000014,1.8300000429,0.2599999905,0,0,0,0,0.0546969995,69.272842407,a
767,1200,7400,150,1,0,2,0.944444418,0.1110000014,0.8399999738,0.0299999993,0.2220000029,0,0,0,0.8888890147,10.1737957,a
1,61,195,0,1,0,0,1,0,26.229999542,3.2799999714,0,0,0,0,0,0,i
31,77,380,0,1,0,517,0,0.0560000017,6.4899997711,0.4300000072,0,0.2779999971,0.2220000029,0,0.1423110068,54.877716064,a
0,10,129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
6300,2300,7500,150,1,0,1388,0,0,0.1199999973,0,1,0,0,0,1,0.4939660132,s
9800,1500,2100,54,1,0,474,0,0,0.1299999952,0.0299999993,0,1.6109999418,0,0.1110000014,1,10.698502541,s
79,745,1100,0,1,0,103,0.2857142985,0.2860000134,1.9900000095,0.1000000015,0,0.6570000052,0.3709999919,0.057,0.0887020007,374.16189575,s
112,322,733,8,1,0,9,0.6111111045,0.0560000017,8.3299999237,0.3300000131,0,0,0,0,0.2984749973,80.643966675,s
354,117,388,0,1,0,34,0.055555556,0.0560000017,6.7899999619,0.5699999928,0,0,0,0,0.0209420007,30.435926437,a
0,58,464,147,1,1,0,0,0,0,0,0,0,0,0,1,0,i
85,1700,7500,0,1,0,72,0,0.0560000017,3.5099999905,0.1000000015,0,0.3889999986,0,0,0.0760769993,511.25875854,a
318,929,1800,137,1,0,161,0.1111111119,0.5,14.06000042,0.1599999964,0.0560000017,0,0,0,0.0825150013,178.95889282,a
50,222,678,55,1,0,16,0.4444444478,0.2779999971,9.1099996567,1.1000000238,0,0.3330000043,0,0,0.1393219978,406.70376587,a
163,516,2600,107,1,1,22,0.1111111119,0.3889999986,6.0700001717,0.9700000286,0.7779999971,0.2779999971,0,0,0.0164470002,442.6862793,a
32,330,4200,25,1,0,90,0,0.2220000029,9.7299995422,0.4199999869,0.8330000043,0.9440000057,0.5559999943,0,0.0508579984,981.93060303,s
70,481,1500,9,1,0,77,0.5,0.3330000043,1.9600000381,0.3000000119,0.2220000029,0.3330000043,0.0560000017,0.0560000017,0.2461329997,588.53521729,s
63,373,2800,0,1,0,0,1,0,2.8900001049,0.0700000003,0,0,0,0,1,213.42935181,a
69,10400,835,87,1,0,75,0,0.0560000017,4.6199998856,0.1800000072,0.5,0.3330000043,0,0,0.0177790001,527.15167236,a
146,368,1100,0,1,0,30,0.1666666716,0.5,3.6400001049,0.0900000036,0,0.2779999971,0,0,0.0277919993,338.71090698,a
141,67,698,20,1,0,1,0.944444418,0.6669999957,2.6500000954,0.1700000018,0,0,0,0,0.8888890147,36.740955353,a
449,4200,2400,143,1,1,542,0,0.3889999986,0.5299999714,0.0199999996,0,0.4440000057,0,0,0.4228270054,88.283874512,s
288,383,1700,0,1,0,0,1,1,1.3200000525,0.1299999952,0,0,0,0,1,205.87709045,a
241,1100,6200,98,1,0,0,1,0.2220000029,0.3100000024,0.0399999991,0,0,0,0,1,111.60831451,a
333,283,1400,112,1,0,46,0.722222209,0.7779999971,2.3399999142,0.0799999982,0.0560000017,0.6669999957,0,0,0.5138059855,361.01702881,s
328,520,2100,62,1,1,578,0,0.6110000014,5.5999999046,0.7200000286,0,0,0,0,0.054575,107.49633026,a
112,1000,2600,14,1,0,288,0.055555556,0.1669999957,1.4700000286,0.0900000036,0.0560000017,1.3890000582,0.3330000043,0.1669999957,0.0219630003,161.62129211,s
11,449,1600,0,1,0,14,0.2727272809,0.5450000167,6.3600001335,0.200000003,0.0909999982,0,0,0,0.0545450002,1059.2258301,a
29,329,1900,0,1,0,5,0.722222209,0.5559999943,3.8299999237,0.349999994,0.1669999957,0,0,0,0.5098040104,378.0039978,a
74,710,1500,119,1,1,30,0.5,0.4440000057,6.1900000572,0.3799999952,0,0.0560000017,0,0,0.236627996,409.72018433,s
0,27,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
14,231,246,0,1,0,35,0.1428571492,0.6430000067,3.8699998856,0.3100000024,0.0710000023,0.5,0,0,0.0132449996,263.45800781,a
27,90,196,77,1,1,149,0,0.8889999986,2.8399999142,0,0,0,0,0,0.4340839982,12.395570755,s
1400,1500,2700,66,1,0,296,0,0,1.7200000286,0.1800000072,0.5559999943,0.1669999957,0.5,0.3330000043,0.0523689985,309.22305298,s
202,214,512,0,1,0,558,0.1111111119,0.0560000017,4.2100000381,0.1299999952,0,1.0559999943,0.6110000014,0.1110000014,0.1245729998,3.056358099,s
40,450,2600,165,1,1,228,0,0.7220000029,7.4699997902,0.5699999928,0.7220000029,0.8330000043,0,0,0.0552310012,59.426776886,a
250,3200,5400,152,1,1,213,0.055555556,0,6.9899997711,0.1599999964,0.3330000043,0.3889999986,0.0560000017,0,0.1027270034,132.54214478,a
146,849,7300,184,1,0,211,0.055555556,0.0560000017,2.8099999428,0.1800000072,0.6669999957,0.9440000057,0.0560000017,0.1110000014,0.0284579992,84.298500061,a
25,195,907,0,1,0,22,0.555555582,0,3.3599998951,0.0299999993,0,0,0,0,0.2993710041,212.89625549,s
4,212,854,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
1,37,369,69,1,0,56,0,1,35.13999939,2.7000000477,1,0,0,0,0,0,i
122,716,7300,0,1,0,0,1,0,10.909999847,0.5400000215,0,0,0,0,1,0.0197529998,s
225,1100,7300,0,1,0,0,1,0.2220000029,2.9800000191,0.1899999976,0,0,0,0,1,139.85899353,a
68,370,1600,0,1,0,6,0.777777791,0.1110000014,5.9899997711,0.150000006,0,0,0,0.0560000017,0.5959650278,25.302160263,s
23,49,175,21,1,0,361,0,0.0560000017,7.4800000191,0.4499999881,0.0560000017,0.2779999971,0,0,0.1480479985,775.85565186,a
28,457,7500,0,1,0,5,0.8888888955,0.5559999943,16.38999939,1.0900000334,0.1669999957,0,0,0,0.7843139768,472.42044067,a
22,229,407,0,1,0,8,0.6666666865,0.1110000014,3.0799999237,0.0199999996,0,0,0,0,0.4313730001,1440.9624023,s
46,252,653,15,1,0,64,0.1666666716,0.5559999943,7.5599999428,0.2899999917,0.5,0,0,0,0.0535219982,1169.5622559,a
88,993,7400,104,1,0,313,0,0.3889999986,7.3400001526,0.3799999952,0.0560000017,0.5,0,0,0.1913509965,470.85955811,a
201,151,498,152,1,0,18,0.8888888955,0,5.9200000763,0.1099999994,0,0,0,0,0.7849209905,16.688642502,s
10,146,759,0,1,0,1,0.8999999762,0.5,6.9200000763,0.4799999893,0.400000006,0,0,0,0.8000000119,3525.1435547,i
6,565,3400,24,1,0,1,0.8333333135,0.3330000043,5.8400001526,0.2099999934,0,0,0,0,0.6666669846,2192.4626465,i
366,1000,3000,151,1,1,590,0,0.3889999986,0.6800000072,0.0199999996,0,0.6669999957,0,0.2220000029,0.0979570001,398.19110107,s
134,592,1600,0,1,0,62,0,0.8330000043,2.8299999237,0.2300000042,0.6110000014,0.7220000029,0,0,0.014893,356.27401733,a
46,62,125,128,1,1,199,0.3333333433,0.1110000014,2.7799999714,0.6299999952,0,0.4440000057,0,0,0.3264890015,5.7275309563,s
39,81,532,16,1,0,133,0,0.2779999971,9.1199998856,0.4099999964,0,0.6110000014,0,0,0.0173320007,546.63989258,a
44,142,175,0,1,0,58,0.3333333433,0.3330000043,7.5100002289,0.5500000119,0.1110000014,0.2220000029,0,0,0.1025639996,673.45245361,a
1,18,81,0,1,0,0,1,0,22.219999313,0,0,0,0,0,0,0,i
73,372,1500,0,1,0,8,0.777777791,0.3889999986,5.5999999046,0.3400000036,0,0,0,0,0.5959089994,473.31192017,s
408,1100,7500,65,1,0,36,0,0.5559999943,0.1599999964,0.0099999998,0,1,0,0,0.0052029998,32.065818787,a
30,321,1900,139,1,0,72,0.1666666716,0.3889999986,9.3800001144,0.2199999988,0.7779999971,0.1669999957,0,0,0.0787369981,515.98919678,a
33,403,2500,0,1,0,3,0.777777791,0.6110000014,2.7799999714,0.2599999905,0,0,0,0,0.5098040104,460.53952026,a
13,37,90,142,1,0,889,0,0.0769999996,7.6900000572,0.4199999869,0,0.1539999992,0.3849999905,0.0769999996,0.2835780084,21.007734299,s
6,55,169,25,1,0,16,0.5,0.5,10.300000191,0,0,0,0,0.3330000043,0.200000003,56.738750458,s
3,69,90,0,1,0,244,0,0,7.7300000191,0,0,2,2.3329999447,1,0.0249610003,133.80528259,s
42,731,2800,17,1,0,204,0.2222222239,0.3330000043,3.4500000477,0.1700000018,0.0560000017,0.2220000029,0.0560000017,0,0.0596179999,1023.784668,a
54,78,762,81,1,0,8,0.5,0.6669999957,15.880000114,0.6399999857,0,0,0,0,0.210777998,185.80747986,s
151,565,2000,98,1,0,264,0.3333333433,0,3.6099998951,0.150000006,0,0.1110000014,0,0,0.1479510069,29.347761154,a
54,300,3900,63,1,1,55,0.055555556,0,9.5399999619,1.7599999905,0.0560000017,1.7779999971,0.0560000017,0,0.1826020032,223.18310547,a
12,433,701,0,1,0,63,0.3333333433,0.6669999957,7.0799999237,0.2099999934,0,2.0829999447,0,0,0.0946969986,919.06365967,a
127,241,1100,139,1,1,61,0,0.7779999971,7.4200000763,0.4399999976,0.7779999971,1.6109999418,0,0,0.136857003,231.50003052,a
0,18,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
60,799,3500,0,1,0,11,0.6111111045,0.1110000014,4.4600000381,0.1700000018,1,0,0,0,0.3935869932,65.498085022,s
3,464,2800,0,1,0,87,0,0.3330000043,20.040000916,1.0800000429,0.3330000043,1,0.6669999957,0,0,10048.035156,s
356,366,1400,136,1,0,160,0,0.0560000017,5.2399997711,0.1400000006,0,1.4440000057,0.1669999957,0.1669999957,0.2887240052,161.29408264,s
40,989,2800,0,1,1,841,0.055555556,0.1669999957,2.0399999619,0.1000000015,0,0.1669999957,0.4440000057,0.0560000017,0.2220589966,130.32939148,s
66,211,1100,0,1,0,8,0.944444418,0,9.5600004196,0.4699999988,0,0,0,0,0.8888890147,18.924150467,s
187,1500,7500,0,1,0,0,1,0,2.0399999619,0.0900000036,0,0,0,0,1,369.98297119,a
219,528,2000,0,1,0,171,0,0.0560000017,4.0300002098,0.3300000131,0,0.3330000043,0.5,0,0.301797986,7.044675827,s
51,198,940,0,1,0,9,0.4444444478,0.3330000043,9.1499996185,0.25,0.0560000017,0,0,0,0.1895419955,720.18103027,a
742,319,1100,143,1,0,0,1,0.2779999971,1.8600000143,0.1599999964,0,0,0,0,1,235.01071167,a
14,239,1300,0,1,0,32,0.3571428657,0.2860000134,10.279999733,0.3000000119,0.2140000015,0,0,0,0.1154280007,376.56512451,a
86,227,838,111,1,1,145,0,0.7220000029,8.1499996185,0.2899999917,0.2220000029,0.9440000057,0,0,0.0519879982,718.92236328,a
25,494,2900,0,1,0,109,0.055555556,0.2220000029,7.8499999046,0.5400000215,0.2220000029,0.1110000014,0,0,0.0265720002,1287.1196289,a
9,423,1200,0,1,0,3,0.6666666865,0,4.4699997902,0.1599999964,0,0,0,0,0.4166670144,1180.579834,i
13,88,405,18,1,0,18,0.538461566,0,2.7999999523,0.0900000036,0,1.3079999685,0,0,0.2692309916,187.99534607,s
656,1500,4800,142,1,0,397,0.055555556,0.7779999971,0.6999999881,0.0500000007,0.1110000014,0,0,0,0.0884319991,118.1089325,a
85,579,1700,0,1,0,0,1,0.6110000014,1.4900000095,0.0199999996,0,0,0,0,1,229.23118591,a
6,877,3700,15,0,0,104,0.1666666716,0.6669999957,13.340000153,0,1,3.3329999447,0,8,0.1901820004,2460.5200195,s
617,907,412,168,1,0,873,0,0.5,2.2799999714,0.2300000042,0,0.1110000014,0,0,0.118904002,94.557807922,a
1,52,51,109,1,0,612,0,0,1.9199999571,0,0,0,0,0,0,0,i
7,287,129,0,1,0,39,0.1428571492,0,3.2400000095,0.5500000119,0,0.7139999866,0,0,0,510.6937561,i
14,519,4100,143,1,0,147,0.2857142985,0.2140000015,8.0100002289,1.1599999666,0.2140000015,0,0,0,0.1067729965,977.03845215,a
1400,445,1600,106,1,1,913,0,0,1.7200000286,0.1000000015,0,1.5559999943,0,0,1,13.286636353,s
292,1900,397,145,1,1,335,0,0.8330000043,1.1900000572,0.0700000003,0,0.9440000057,0,0,0.5573750138,51.786560059,s
84,425,634,0,1,0,33,0.6666666865,0.3889999986,1.7000000477,0.0399999991,0,0,0,0,0.4327360094,86.627426147,s
8,122,227,0,1,0,7,0.75,0.125,6.6599998474,0.200000003,0,0,0,0,0.5357139707,809.50366211,s
2,50,41,0,1,0,14,0,0,5,1,0,0,0,0,0,0.0122220004,i
2,49,38,0,1,0,7,0.5,0,6.1199998856,0,0,0,0,0,0,0.1984719932,i
2,51,35,17,1,0,0,1,0,7.8400001526,0,0,0,0,0,1,0.0031940001,i
60,82,640,149,1,0,644,0,0,4.9499998093,0.200000003,0,1.2779999971,0,0,0.9568700194,0.0275149997,s
60,195,960,0,1,0,5,0.6666666865,0,3.2200000286,0.0299999993,0,0,0,0,0.4313730001,53.215507507,a
2,46,42,0,1,0,30,0.5,0,2.1700000763,0,0,0,0,0,0,0.1288889945,i
3,37,146,67,1,0,145,0,0.3330000043,11.710000038,0,0,1.3329999447,0.3330000043,0,0.0481129996,141.69888306,s
46,91,114,0,1,0,428,0,0.2220000029,5.25,0.3100000024,0,0.2220000029,0.2220000029,0,0.0835110024,208.96408081,a
1,4,34,0,1,0,20,0,0,100,25,0,0,0,0,0,0,i
155,131,408,99,1,0,14,0.1666666716,0.7220000029,6.1900000572,0.7200000286,0.0560000017,0,0,0,0.2249149978,131.60551453,s
1,12,36,0,1,0,23,0,0,25,8.3299999237,0,0,0,0,0,0,i
327,547,1900,36,1,0,55,0.277777791,0.7220000029,0.8000000119,0.0199999996,0,0,0,0,0.0777140036,36.994876862,a
0,93,308,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
31,658,2600,0,1,0,0,1,0.7779999971,6.1399998665,0.2800000012,0,0,0,0,1,292.565979,a
17,65,835,0,1,0,5,0.7058823705,0.0590000004,17.920000076,1,0,0,0,0,0.4874170125,6.6056699753,s
13,81,383,0,0,0,1104,0,0,10.260000229,0.5699999928,0,0.4620000124,1.6920000315,0.1539999992,0.2600800097,6.3528628349,s
132,702,2100,106,1,0,29,0.2222222239,0.2220000029,2.7400000095,0.2300000042,0,0,0,0,0.0502029993,548.01361084,a
39,406,1200,0,1,0,1,0.944444418,0,4.4200000763,0.1199999973,0.0560000017,0,0,0,0.8888890147,24.377948761,a
120,213,547,94,1,0,1445,0,0,12.020000458,0.8899999857,0.9440000057,1.0559999943,0.1110000014,0,0.5390040278,8.5664663315,s
141,755,3600,0,1,0,33,0.1666666716,0.8889999986,2.0899999142,0.1700000018,0,0.1110000014,0,0,0.0320140012,434.07958984,a
21,979,2600,0,1,0,31,0.3888888955,0.2220000029,3.5599999428,0.0700000003,0.3889999986,0.0560000017,0,0,0.1456850022,1096.9984131,a
2,162,667,140,1,1,219,0,0.5,0.9300000072,0,0,5,0,0,0.3903599977,72.570137024,s
0,45,182,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
343,4400,255,129,1,1,466,0,0.0560000017,0.400000006,0,0.3330000043,0.7779999971,0,0,0.0862620026,98.120048523,a
1,33,149,0,1,0,0,1,0,60.61000061,0,0,0,0,0,0,0,i
130,1300,7400,169,1,0,80,0,0,1.1000000238,0.0299999993,0.1110000014,0.0560000017,0,0,0.3056930006,480.29782104,s
7,49,177,26,1,0,95,0.1428571492,0.1430000067,17.489999771,0.5799999833,0,1.2860000134,0,0,0.0076330001,1150.8464355,a
469,651,1600,99,1,0,529,0.1666666716,0.2779999971,3.0299999714,0.4300000072,0.0560000017,0.8330000043,1.0559999943,0,0.094159998,95.133285522,s
0,1800,7500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
26,78,119,0,1,0,257,0,0.1110000014,7.7600002289,0.0700000003,0,0.4440000057,0.3889999986,0.1110000014,0.1499390006,212.24723816,s
104,155,750,146,1,0,726,0,0.2220000029,5.4800000191,0.2199999988,0.6110000014,1.6670000553,0,0.2220000029,0.8869559765,519.20288086,s
1,615,3300,0,1,0,0,1,0,48.290000916,4.7199997902,0,0,0,0,0,0,i
6,617,5900,117,1,0,3,0.8333333135,0.3330000043,25.450000763,0.5899999738,0,0,0,0,0.6666669846,495.61642456,i
9,866,1200,0,1,0,14,0.555555582,0,2,0.2099999934,0,0,0,0,0.2992089987,2138.7521973,s
80,1700,7500,101,1,1,361,0.3333333433,0.1110000014,0.1000000015,0,0.0560000017,0.1669999957,0,0,0.1698960066,37.587562561,a
18,38,529,70,1,0,56,0,0,31.579999924,0.8799999952,0,2.388999939,0,0,0.0066760001,16.051465988,a
10,117,1200,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
55,735,1100,57,1,0,464,0,0.2220000029,4.9200000763,2.0599999428,0,0.2220000029,0.7220000029,0.1110000014,0.1048789993,483.7862854,s
43,284,1100,0,1,0,123,0,0,3.2899999619,0.4499999881,0,0.1669999957,0,0,0.3205929995,154.52893066,s
0,532,571,4,1,0,0,0,0,0,0,0,0,0,0,1,0,i
95,1100,4400,0,1,0,15,0.555555582,0.0560000017,1.3799999952,0.0700000003,0,0,0,0,0.2997590005,483.82290649,s
162,422,176,0,1,0,35,0,0.3889999986,1.2100000381,0.0799999982,0,1.5559999943,0,0,0.0503919981,232.71720886,a
24,201,499,0,1,0,1,0.944444418,0.7779999971,1.1299999952,0,0,0,0,0,0.8888890147,623.88531494,a
3,581,3900,0,1,0,27,0,0.3330000043,15.550000191,1.4900000095,0,0,0,0,0,4847.1708984,i
186,887,2100,0,1,0,75,0.055555556,0.5,4.2699999809,0.9200000167,0.2220000029,0.2779999971,0,0,0.014765,72.244842529,a
24,634,1600,0,1,0,20,0.4444444478,0.4440000057,8.4799995422,0.4900000095,0.0560000017,0.2220000029,0,0,0.1395960003,793.70153809,a
4,228,1400,154,1,0,183,0.5,0,11.399999619,0.4399999976,0,2.5,0,0,0.320547998,59.303543091,s
0,185,1300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,i
16,1400,7200,0,1,0,23,0.0625,0.375,5.5100002289,0.25,0,0,0,0,0.0422549993,132.31620789,a
64,357,852,0,1,0,180,0,0,2.2100000381,0.0599999987,0.7220000029,0.2220000029,0,0,0.1315400004,259.64633179,a
40,644,1900,0,1,0,97,0.4444444478,0.2220000029,1.3500000238,0.1800000072,0,0.1669999957,0,0,0.4305180013,140.43704224,s
21,144,590,128,1,0,166,0,0.6669999957,1.4299999475,0.150000006,0,0.8889999986,0,0,0.2453020066,100.74053955,s
20,83,974,0,1,0,0,1,0,4.3499999046,0.400000006,0,0,0,0,1,429.05108643,a
14,612,1300,0,1,0,12,0.3571428657,0.2860000134,8.0399999619,0.1199999973,0.1430000067,0,0,0,0.109889999,128.28482056,a
45,283,770,0,1,0,57,0.1111111119,0.2220000029,8.4200000763,0.349999994,0.1669999957,0.0560000017,0,0,0.0835089982,301.74224854,a
148,620,1400,107,1,1,128,0,0.2779999971,4.4699997902,0.5500000119,0.7220000029,0.1669999957,0,0,0.0932539999,390.1854248,a
85,286,1600,0,0,0,0,1,0,4.1999998093,0.0199999996,0,0,0,0,1,0.0073299999,s
580,790,3300,29,1,1,95,0.1666666716,0.7220000029,7.1399998665,0.6999999881,0.6110000014,0.5,0,0,0.0367529988,223.8795929,a
0,950,7500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
8,429,2000,0,1,0,19,0.5,0.25,5.1300001144,0.2899999917,0,0,0,0,0.2208060026,1222.3105469,s
1000,2300,7500,0,1,0,38,0.2222222239,0.7220000029,0.8500000238,0.0299999993,0.1669999957,0.1669999957,0,0,0.0743049979,185.32473755,a
37,210,869,180,1,0,132,0.6111111045,0.1110000014,3.0699999332,0.1599999964,0,0.0560000017,0.3889999986,0.1110000014,0.3803229928,40.12128067,s
0,11,86,0,1,0,0,0,0,0,0,0,0,0,0,1,0,i
68,1800,7500,109,1,0,0,0,0,0,0,0,0,0,0,1,0,s
8,98,91,0,1,0,0,1,0,3.5699999332,0,0.125,0,0,0,1,18.062257767,i
670,962,2100,100,1,0,29,0.3888888955,0.5559999943,2.9600000381,0.3600000143,0,0.4440000057,0,0,0.2147590071,113.21422577,s
3,29,87,90,1,0,312,0,0,11.489999771,0,0,5.3330001831,0,4.6669998169,0.2499739975,0.0784260035,s
30,294,320,43,1,0,97,0,0.7779999971,7.3099999428,0.5699999928,0,1.5559999943,0,0,0.0203440003,304.61785889,a
