snake name,General: Venom Anticoagulants,General: Venom Cardiotoxins,General: Venom Haemorrhagins,General: Venom Myotoxins,General: Venom Necrotoxins,General: Venom Nephrotoxins,General: Venom Neurotoxins,General: Venom Other,General: Venom Procoagulants,class
Conopsis nasus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Contia tenuis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Coronella austriaca,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Coronella brachyura,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Coronella girondica,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Crisantophis nevermanni,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Cryophis hallbergi,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Cryptophidion annamense,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Cyclocorus lineatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Cyclocorus nuchalis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Cyclophiops doriae,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Cyclophiops major,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Cyclophiops multicinctus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Cyclophiops semicarinatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Darlingtonia haetiana,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dasypeltis atra,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dasypeltis fasciata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dasypeltis inornata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dasypeltis medici,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dasypeltis palmarum,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dasypeltis scabra,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dendrolycus elapoides,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dendrophidion bivittatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dendrophidion boshelli,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dendrophidion brunneus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dendrophidion dendrophis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dendrophidion nuchalis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dendrophidion paucicarinatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dendrophidion percarinatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dendrophidion vinitor,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Diadophis punctatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Diaphorolepis laevis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Diaphorolepis wagneri,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dinodon flavozonatum,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dinodon gammiei,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dinodon orientale,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dinodon rosozonatum,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dinodon rufozonatum,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dinodon semicarinatum,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dinodon septentrionalis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa aulicus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa brevirostris,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa duchesnii,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa flavida,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa shrevei,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa underwoodi,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa unicolor,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa viridis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa weileri,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsadoboa werneri,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas albifrons,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas articulata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas bicolor,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas boettgeri,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas brevifacies,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas catesbyi,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas chaparensis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas copei,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas ellipsifera,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas gaigeae,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas gracilis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas incerta,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas indica,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas infrenalis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas latifasciata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas latifrontalis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas longicaudata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas maxillaris,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas neivai,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas oreas,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas pavonina,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas perijanensis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas peruana,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas polylepis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas pratti,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas sanctijoannis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas schunkii,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas temporalis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas tenuissima,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas variegata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas vermiculata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsas viguieri,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dipsina multimaculata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Ditaxodon taeniatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Ditypophis vivax,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Drepanoides anomalus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dromicodryas bernieri,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dromicodryas quadrilineatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dromophis lineatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dromophis praeornatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryadophis cliftoni,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryadophis dorsalis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryadophis melanolomus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Drymarchon corais,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Drymarchon couperi,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Drymobius chloroticus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Drymobius margaritiferis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Drymobius melanotropis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Drymobius rhombifer,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Drymoluber brazili,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Drymoluber dichrous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryocalamus davisonii,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryocalamus gracilis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryocalamus nympha,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryocalamus philippinus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryocalamus subannulatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryocalamus tristrigatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryophiops philippina,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Dryophiops rubescens,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Duberria lutrix,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Duberria variegata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Taeniophallus affinis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Echinanthera amoena,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Taeniophallus bilineata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Taeniophallus brevirostris,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Echinanthera cephalomaculata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Echinanthera cephalostriata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Echinanthera cyanopleura,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Echinanthera melanostigma,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Taeniophallus occipitalis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Taeniophallus persimilis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Taeniophallus poecilopogon,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Echinanthera undulata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis africana,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis aurolineatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis barani,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis collaris,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis coronella,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis coronelloides,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis decemlineata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis eiselti,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis hakkariensis,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis levantinus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis lineomaculata,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis medus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis modestus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis punctatolineatus,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
Eirenis rechingeri,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Non-venomous,Not
